store_name,store_type,store_address,store_district,text,stars,date,Parameter
Пятерочка,Супермаркет,"Моисеенко, 22, лит.З",Смольнинское,"Хороший маназин,одна дама там портит картину,но она не каждый день",4.0,2023-04-04,текст про персонал магазина
СПАР,Супермаркет,"Литейный проспект, 12",Литейный,"Хороший маркет, удобный по расположению. Продукты свежие, цены средние,есть товары по акции. Продавцы вежливы, но иногда большие очереди на кассе.",4.0,2022-11-30,текст про расположение магазина
Дикси,Супермаркет,"Суворовский проспект, 36",Смольнинское,Хороший место кассиры добрые,5.0,2023-08-28,текст про персонал магазина
Дикси,Супермаркет,"Суворовский проспект, 36",Смольнинское,Хороший место кассиры добрые,5.0,2023-08-28,текст про персонал магазина
Пятерочка,Супермаркет,"Марата, 65/20",Владимирский,"хороший не дорогой магазин, все отлично",4.0,2023-05-29,текст про персонал магазина
Пятерочка,Супермаркет,"Невский проспект, 146",Смольнинское,Хороший не дорогой магазин.,5.0,2023-06-26,текст про цены товаров
Вкусвилл,Супермаркет,"Суворовский проспект, 35",Смольнинское,"Хороший небольшой магазин. Доступные цены. Все чисто и аккуратно. Выбор небольшой, но достаточно все свежее",5.0,2023-03-25,текст про чистоту магазина
Пятерочка,Супермаркет,"Разъезжая, 23",Владимирский,"Хороший недорогой магазин, останавливались рядом.",5.0,2023-07-11,текст про расположение магазина
Дикси,Супермаркет,"Чайковского, 55",Литейный,"Хороший недорогой магазин. Гибкая политика цен. Свежие овощи и фрукты.Есть автоматические кассы,очереди не большие.",4.0,2023-05-04,текст про цены товаров
Пятерочка,Супермаркет,"Марата, 65/20",Владимирский,Хороший новый чистый магазин,5.0,2023-01-05,текст про чистоту магазина
Магнит,Супермаркет,"Константина Заслонова, 26",Владимирский,"Хороший отзывчивый персонал, но маленький ассортимент",4.0,2023-03-08,текст про персонал магазина
Дикси,Супермаркет,"Калужский переулок, 7",Смольнинское,Хороший персонал,4.0,2022-12-30,текст про персонал магазина
Дикси,Супермаркет,"Чайковского, 2/7Р",Литейный,Хороший персонал,5.0,2022-08-17,текст про персонал магазина
Пятерочка,Супермаркет,"Правды, 22",Владимирский,Хороший персонал,5.0,2023-04-30,текст про персонал магазина
Вкусвилл,Супермаркет,"Суворовский проспект, 35",Смольнинское,"Хороший персонал и магазин. Жаль, что рыбный отдел убрали.",5.0,2022-06-13,текст про персонал магазина
Пятерочка,Супермаркет,"Кременчугская, 9 к1",Лиговка-Ямская,"Хороший персонал, хорошее расположение, чистота, неплохое качество товаров",5.0,2022-12-05,текст про расположение магазина
Дикси,Супермаркет,"Лиговский проспект, 91",Владимирский,"Хороший персонал, чисто,",5.0,2023-01-04,текст про чистоту магазина
Пятерочка,Супермаркет,"Разъезжая, 23",Владимирский,"Хороший персонал, чистый магазин",5.0,2023-01-25,текст про чистоту магазина
Магнит,Супермаркет,"Лиговский проспект, 29",Смольнинское,хороший продуктовый,5.0,2022-10-16,текст про качество товаров
СПАР,Супермаркет,"Невский проспект, 48",Дворцовый,"Хороший продуктовый магазин . Внутри красиво и чисто . Большой выбор напитков, готовых блюд . Цены разные . Широкий выбор фруктов . Коротко : есть все . Рекомендую к посещению .",5.0,2023-01-08,текст про чистоту магазина
Вкусвилл,Супермаркет,"Кременчугская, 17, корп. 2",Лиговка-Ямская,Хороший продуктовый магазин.,5.0,2022-12-05,текст про качество товаров
Магнит,Супермаркет,"Маяковского, 30",Литейный,Хороший продуктовый магазин.,4.0,2023-04-13,текст про качество товаров
СПАР,Супермаркет,"Литейный проспект, 12",Литейный,Хороший продуктовый магазин.,4.0,2022-12-28,текст про качество товаров
Пятерочка,Супермаркет,"Манежная площадь, 6",Дворцовый,хороший продуктовый магазин.много акций..,5.0,2023-06-12,текст про персонал магазина
Пятерочка,Супермаркет,"Кирочная, 24",Литейный,Хороший продуктовый с невысокими ценами и вежливыми сотрудниками,4.0,2022-11-05,текст про качество товаров
Пятерочка,Супермаркет,"Суворовский проспект, 10",Смольнинское,"Хороший сервис, приветливый персонал, отличное качество!",5.0,2023-03-16,текст про персонал магазина
Дикси,Супермаркет,"Белинского, 1",Литейный,Хороший сетевой магазин для туристов.,5.0,2023-08-19,текст про персонал магазина
Вкусвилл,Супермаркет,"Марата, 21",Владимирский,"Хороший сетевой магазин, но к сожалению Марку держат не все, где -то чистота, порядок, товары удобно расположены, а где-то хочется повернуться и уйти не уютно, есть запах, который не располагает к покупкам🫢Замечательно, что есть сопутствующие товары, даже для детей, очень хорошее качество.Есть к чему стремиться ☝️",2.0,2023-01-14,текст про чистоту магазина
Пятерочка,Супермаркет,"Разъезжая, 23",Владимирский,"Хороший сетевой магазин, чисто аккуратно, хороший ассортимент товара.",5.0,2022-08-08,текст про чистоту магазина
Пятерочка,Супермаркет,"Владимирский проспект, 6",Владимирский,Хороший сетевой магазин.,5.0,2023-08-04,текст про персонал магазина
Пятерочка,Супермаркет,"Невский проспект, 146",Смольнинское,"Хороший сетевой магазин. Из минусов одна рабочая касса, остальные кассы самообслуживания.",5.0,2022-09-03,текст про расположение магазина
Дикси,Супермаркет,"Владимирский проспект, 18",Владимирский,"Хороший сетевой магазин. Немного тесновато, но не критично.",5.0,2023-08-04,текст про расположение магазина
Дикси,Супермаркет,"Суворовский проспект, 26-28",Смольнинское,Хороший сетевой магазин. Цены отличные.,5.0,2023-04-04,текст про цены товаров
СПАР,Супермаркет,"Владимирский проспект, 19",Владимирский,"Хороший спар, заходил сюда за готовой едой. Для путешественника самое то!",5.0,2023-08-14,текст про качество товаров
Дикси,Супермаркет,"Жуковского, 4",Литейный,Хороший стал после ремонта.,5.0,2023-01-18,текст про качество товаров
Пятерочка,Супермаркет,"Лиговский проспект, 107",Владимирский,Хороший супермаркет,5.0,2023-06-01,текст про качество товаров
СПАР,Супермаркет,"Литейный проспект, 12",Литейный,Хороший супермаркет,5.0,2023-01-09,текст про качество товаров
Дикси,Супермаркет,"Чайковского, 2/7Р",Литейный,Хороший супермаркет в целом,4.0,2022-10-16,текст про качество товаров
СПАР,Супермаркет,"Владимирский проспект, 19",Владимирский,"Хороший супермаркет с качественными продуктами и кучей готовых,в том числе горячих блюд!",5.0,2023-04-30,текст про ассортимент товаров
СПАР,Супермаркет,"Владимирский проспект, 19",Владимирский,"Хороший супермаркет с нормальными ценами. Берлинеры, донаты и синабоны пушечные.",5.0,2022-11-06,текст про цены товаров
СПАР,Супермаркет,"Владимирский проспект, 19",Владимирский,"Хороший супермаркет с широким ассортиментом товаров. Большой отдел с готовой едой (беру теперь там на обед в офис), есть даже бизнес-ланчи.",5.0,2022-08-03,текст про ассортимент товаров
Пятерочка,Супермаркет,"Моисеенко, 22, лит.З",Смольнинское,"Хороший супермаркет! Приветливые продавцы! Отличный выбор продуктов, демократичные цены. Расположение очень удобное, есть парковка. В магазине всегда чисто! И очень вкусный коые!",5.0,2023-05-21,текст про чистоту магазина
СПАР,Супермаркет,"Невский проспект, 48",Дворцовый,"Хороший супермаркет, большой выбор товаров хорошего качества. Удобное расположение, есть горячий цех где готовят блюда при покупателях . Цены приемлемые. Персонал следит за выкладкой товара .",5.0,2023-07-30,текст про расположение магазина
СПАР,Супермаркет,"Владимирский проспект, 19",Владимирский,"Хороший супермаркет, все есть, большой выбор. Всё аккуратно разложено, вежливый персонал и очень удобное расположение. Приемлемые цены и свежие продукты.",5.0,2022-05-14,текст про расположение магазина
Пятерочка,Супермаркет,"Моисеенко, 22, лит.З",Смольнинское,"Хороший супермаркет, и замечательные продавцы.",5.0,2022-10-28,текст про персонал магазина
СПАР,Супермаркет,"Литейный проспект, 12",Литейный,"Хороший супермаркет, покупаю постоянно продукты. Нравится как устроена внутри зоны. Все понятно. Цены +- нормальные",5.0,2023-06-17,текст про цены товаров
СПАР,Супермаркет,"Владимирский проспект, 19",Владимирский,"Хороший супермаркет, рядом с метро. Есть все необходимое, свежее, вкусное",5.0,2022-05-06,текст про ассортимент товаров
СПАР,Супермаркет,"Литейный проспект, 12",Литейный,Хороший супермаркет. Единственный минус - очень мало места.,4.0,2023-07-20,текст про расположение магазина
Магнит,Супермаркет,"Лиговский проспект, 29",Смольнинское,Хороший супермаркет. Расположен в самом центре.,5.0,2023-07-06,текст про расположение магазина
Дикси,Супермаркет,"Константина Заслонова, 21",Владимирский,Хороший там коллектив,4.0,2023-09-03,текст про персонал магазина
Дикси,Супермаркет,"Суворовский проспект, 36",Смольнинское,Хороший товар,5.0,2022-11-09,текст про качество товаров
Дикси,Супермаркет,"Суворовский проспект, 36",Смольнинское,Хороший товар,5.0,2022-11-09,текст про качество товаров
Пятерочка,Супермаркет,"Владимирский проспект, 6",Владимирский,Хороший удобны магазин около работы. Всегда готов прийти на помощь.,5.0,2022-01-20,текст про персонал магазина
СПАР,Супермаркет,"Невский проспект, 48",Дворцовый,"Хороший универмаг, большой выбор товаров на любой кошелек. Огромный выбор готовых блюд. Брали холодец- отличный, но не бюджетно. Чисто. В карте большого смысла нет, особых привилегий не предоставляет.",5.0,2022-02-07,текст про чистоту магазина
Магнит,Супермаркет,"Загородный проспект, 1/14",Владимирский,Хороший чистенький магнит с вежливыми сотрудниками,5.0,2023-03-09,текст про персонал магазина
Пятерочка,Супермаркет,"Транспортный переулок, 1",Лиговка-Ямская,Хороший чистый магазин,5.0,2023-07-10,текст про чистоту магазина
Пятерочка,Супермаркет,"Разъезжая, 23",Владимирский,"Хороший чистый магазин ,есть отдел со свежей выпечкой и кассы самообслуживания . Единственное что часть магазина находится на втором этаже ,и туда надо подниматься по лестнице ,думаю это не удобно для пожилых людей (",5.0,2022-11-17,текст про чистоту магазина
Пятерочка,Супермаркет,"Моисеенко, 22, лит.З",Смольнинское,Хороший чистый магазин! Ассортимент достойный,5.0,2022-05-18,текст про чистоту магазина
Пятерочка,Супермаркет,"Полтавский проезд, 2",Лиговка-Ямская,"Хороший чистый магазин, но не всегда ценники совпадают с ценой на кассе",4.0,2023-06-16,текст про цены товаров
Вкусвилл,Супермаркет,"Суворовский проспект, 35",Смольнинское,"Хороший чистый магазин, только цены на овощи фрукты, как в Норильски, выше чем где либо, да в общем то и на все остальное",2.0,2022-06-04,текст про чистоту магазина
Пятерочка,Супермаркет,"Владимирский проспект, 6",Владимирский,Хороший чистый магазин.,5.0,2023-08-13,текст про чистоту магазина
Дикси,Супермаркет,"Калужский переулок, 7",Смольнинское,"Хороший чистый магазин. Большой выбор продуктов. В магазине всегда мало покупателей, так как находится на маленьком переулке и с Тверской улицы его не видно. Есть кулинария.",5.0,2022-10-15,текст про чистоту магазина
Дикси,Супермаркет,"Пестеля, 16",Литейный,Хороший чистый магазин. Большой выбор товаров и не дорого. Манго 22 руб. за 100 гр. Вкусно!,5.0,2023-03-20,текст про чистоту магазина
Дикси,Супермаркет,"Белинского, 1",Литейный,"Хороший, аккуратный Дикси, персонал в основном вежливый",5.0,2022-06-29,текст про персонал магазина
Дикси,Супермаркет,"Владимирский проспект, 18",Владимирский,"Хороший, но узковатый",5.0,2023-02-24,текст про чистоту магазина
Пятерочка,Супермаркет,"Моисеенко, 22, лит.З",Смольнинское,"Хороший, просторный, современный магазин, удобные кассы самообслуживания. Но, советую проверять чеки на кассе с кассиром на соответствие ценникам",5.0,2022-07-25,текст про цены товаров
СПАР,Супермаркет,"Невский проспект, 48",Дворцовый,"Хороший, свежий ассортимент продуктов . Адекватные цены как в любом супермаркете . Главное, что можно покушать свежей еды, на любой вкус и кошелек . Всё очень удобно расположено",5.0,2023-07-15,текст про ассортимент товаров
Дикси,Супермаркет,"Лиговский проспект, 1",Смольнинское,"Хороший, удобный и не дорогой магазин.",5.0,2022-12-07,текст про расположение магазина
Пятерочка,Супермаркет,"Кирочная, 24",Литейный,"Хороший, уютный магазин",5.0,2023-03-19,текст про расположение магазина
Дикси,Супермаркет,"Жуковского, 4",Литейный,"Хороший, чистенький магазин. Частенько забегаю перед работой",4.0,2023-07-01,текст про чистоту магазина
Пятерочка,Супермаркет,"Моисеенко, 22, лит.З",Смольнинское,"Хороший, чистый и приятный магазин около дома. Рекомендую.",5.0,2022-04-26,текст про чистоту магазина
Вкусвилл,Супермаркет,"проспект Чернышевского, 17",Литейный,"Хороший, чистый магазин, ооочень рекомендуем взять манго (Египет) он просто тает во рту, вкусный, цена сказка, особенно, если есть карта)",5.0,2022-11-01,текст про чистоту магазина
Магнит,Супермаркет,"Константина Заслонова, 26",Владимирский,"Хороший, чистый, большой магазин. Если очередь, всегда зовут ещё одного кассира. Выбор большой, ценники меняют, отношение к покупателям отличное. Советую",5.0,2022-08-19,текст про чистоту магазина
СПАР,Супермаркет,"Владимирский проспект, 19",Владимирский,"Хороший,большой магазин, цены чуть выше среднего на большинство товаров,кулинария обалденная, фрукты всегда вкусные и свежие, даже арбуз зимой!)",5.0,2023-06-22,текст про цены товаров
Дикси,Супермаркет,"Лиговский проспект, 91",Владимирский,Хороший.,5.0,2023-04-25,текст про персонал магазина
Дикси,Супермаркет,"Лиговский проспект, 91",Владимирский,Хороший. Но была только 1 раз давно...,4.0,2022-07-13,текст про персонал магазина
Дикси,Супермаркет,"Калужский переулок, 7",Смольнинское,Хорошим цены,5.0,2023-06-06,текст про качество товаров
СПАР,Супермаркет,"Владимирский проспект, 19",Владимирский,"Хороших супермаркет и можно взять елу и разогреть в миерволновке. Шашлык, плов и салатики",5.0,2023-08-01,текст про ассортимент товаров
Дикси,Супермаркет,"Лиговский проспект, 91",Владимирский,хорошо,5.0,2022-04-19,текст про качество товаров
Дикси,Супермаркет,"Короленко, 4",Литейный,Хорошо,5.0,2022-12-14,текст про качество товаров
Магнит,Супермаркет,"Кременчугская, 19, корп. 2",Лиговка-Ямская,Хорошо,5.0,2022-01-10,текст про качество товаров
Пятерочка,Супермаркет,"Марата, 65/20",Владимирский,Хорошо,5.0,2023-07-08,текст про качество товаров
Вкусвилл,Супермаркет,"Невский проспект, 130",Смольнинское,Хорошо все у них,5.0,2022-07-27,текст про качество товаров
Вкусвилл,Супермаркет,"Кременчугская, 17, корп. 2",Лиговка-Ямская,Хорошо но дорого,4.0,2023-04-20,текст про цены товаров
Пятерочка,Супермаркет,"Моисеенко, 22, лит.З",Смольнинское,Хорошо но не всё время ценики совпадает а так нечего,5.0,2022-10-25,текст про цены товаров
Вкусвилл,Супермаркет,"Невский проспект, 130",Смольнинское,Хорошо понравилось мне,4.0,2023-03-18,текст про качество товаров
Пятерочка,Супермаркет,"Лиговский проспект, 107",Владимирский,Хорошо расположить кассы выбор товара большой очень чистое помещение хорошее качество товара нет просроченных продуктов расположено прямо возле моей тёти очень удобно,5.0,2023-07-07,текст про расположение магазина
Пятерочка,Супермаркет,"Невский проспект, 146",Смольнинское,"хорошо следят за сроками годности продуктов, всегда свежие",5.0,2023-04-17,текст про качество товаров
Пятерочка,Супермаркет,"Стремянная, 1",Владимирский,Хорошо там,5.0,2022-05-01,текст про персонал магазина
Пятерочка,Супермаркет,"Стремянная, 1",Владимирский,"хорошо что есть такая сеть. ПРодукты такие же как и везде, а цены человеческие",4.0,2022-03-21,текст про цены товаров
Магнит,Супермаркет,"Загородный проспект, 1/14",Владимирский,Хорошо! Но могут быть и лучше!,5.0,2023-07-21,текст про цены товаров
Дикси,Супермаркет,"Большая Московская, 5",Владимирский,Хорошо! Отличный магазин,5.0,2023-05-15,текст про персонал магазина
Дикси,Супермаркет,"Рылеева, 20/51",Смольнинское,Хорошо! Средний магазин,5.0,2023-03-23,текст про персонал магазина
СПАР,Супермаркет,"Литейный проспект, 12",Литейный,"Хорошо, выбор готовой еды не очень большой",5.0,2022-07-08,текст про качество товаров
Вкусвилл,Супермаркет,"Невский проспект, 130",Смольнинское,"Хорошо, только маленький",4.0,2022-07-10,текст про цены товаров
Пятерочка,Супермаркет,"Суворовский проспект, 10",Смольнинское,"Хорошо, чисто, опрятно, но всего 2 кассы, из которых, только одна функционирует",3.0,2022-09-20,текст про чистоту магазина
Пятерочка,Супермаркет,"Моисеенко, 22, лит.З",Смольнинское,"Хорошо, что здесь появилась Пятёрочка, маловато было таких магазинов в районе.",5.0,2022-07-13,текст про чистоту магазина
Пятерочка,Супермаркет,"Правды, 22",Владимирский,"Хорошо, что тут сказать 🌚",5.0,2023-06-06,текст про качество товаров
Дикси,Супермаркет,"Рылеева, 20/51",Смольнинское,Хорошый дикси! Выбор достаточно большой! И чистота в норме!!,4.0,2022-08-07,текст про чистоту магазина
Пятерочка,Супермаркет,"Разъезжая, 23",Владимирский,"Хорший магазин, чисто, аккуратно.",4.0,2023-07-17,текст про чистоту магазина
Пятерочка,Супермаркет,"Невский проспект, 146",Смольнинское,"Хотелось бы чтобы выбор товара был бы больше ,с минеральной водой вообще плохо .",4.0,2022-01-16,текст про ассортимент товаров
Дикси,Супермаркет,"Невский проспект, 91",Лиговка-Ямская,"Хотелось бы чтобы скидки с товаров убирали вовремя, чтобы не попадать в неудобное положение) Качество товара обычное, очереди время от времени. В принципе у меня на этом все:-))))",4.0,2022-10-15,текст про качество товаров
СПАР,Супермаркет,"Невский проспект, 48",Дворцовый,"Хотите поесть недорого? Вам сюда..на вынос или на месте кухня отменная. Шашлыки👍салаты суши роллы превосходные. Одно из самых любимых мест. Чисто, персонал приветливый Рекомендую",5.0,2023-06-27,текст про персонал магазина
Пятерочка,Супермаркет,"Полтавский проезд, 2",Лиговка-Ямская,"Хочется поделиться своим мнением, так как давно хожу в эту пятёрочку, никогда не видела плохого отношения к покупателям, все всегда проходило вполне вежливо и культурно. Порядок всегда идеальный. Удобное расположение от дома.",5.0,2023-03-01,текст про расположение магазина
СПАР,Супермаркет,"Невский проспект, 48",Дворцовый,"Хочу выразить благодарность работнику мясо-рыбного отдела Аббасу! Как терпеливо и доброжелательно он выбирал рыбу и как тщательно ее очистил: очистил чешую, срезал плавники и жабры, обмыл. Спасибо большое!",5.0,2023-04-08,текст про чистоту магазина
Пятерочка,Супермаркет,"Невский проспект, 146",Смольнинское,Хочу написать вам что кассир Мутагирова Мадина очень хороший человек,5.0,2023-08-01,текст про качество товаров
СПАР,Супермаркет,"Невский проспект, 48",Дворцовый,"Хочу оставить негативный отзыв об одном из сотрудников Eurospar, который находится в Пассаже. Сотрудница Сабира самая настоящая хамка и невежа, которая не умеет вежливо общаться с клиентами. Такому человеку не место работать среди людей!",1.0,2023-07-18,текст про персонал магазина
Пятерочка,Супермаркет,"Невский проспект, 146",Смольнинское,"Хочу поблагодарить работников филиала Пятерочки,расположенного по адресу СПб.Ивановская улица 6,особенно кассира Голубеву Наталью,за оперативное разрешение ситуации,возникшей в магазине.Спасибо",5.0,2023-07-21,текст про расположение магазина
Магнит,Супермаркет,"Кременчугская, 19, корп. 2",Лиговка-Ямская,"Хочу сказать огромное спасибо, всему коллективу магазина Силин. Приятное обслуживание, доброжелательный персонал. Всегда свежие фрукты, овощи и конечно же всегда горячая выпечка. Магазине чисто всегда что не часто встретишь в других магазинах. Особая благодарность Гюльнаре Мусабаковне, за отзывчивость и доброжелательность, всегда готова помочь , даже если занята.",5.0,2023-05-26,текст про чистоту магазина
Дикси,Супермаркет,"Жуковского, 4",Литейный,Хронические грязно,2.0,2023-08-30,текст про чистоту магазина
Пятерочка,Супермаркет,"Кременчугская, 9 к1",Лиговка-Ямская,"Худшая из точек сети ПерекрестокПродавцы ведут себя как бояре, Куликова И.А - хамит без необходимости.",1.0,2023-08-11,текст про качество товаров
Дикси,Супермаркет,"Суворовский проспект, 26-28",Смольнинское,"Худший Дикси на Суворовском, по акционным ценам не хотят продавать товар, на кассе пробивают полную стоимость + иногда добавляют позиции, которых ты не брал, проверяйте чеки ибо это чистое воровство (свёклу не покупала, приправы были за 29.90).",1.0,2023-06-16,текст про чистоту магазина
Магнит,Супермаркет,"Маяковского, 30",Литейный,"Хуже бывает, но редко и не в Центре Города. Для чего открылся никчемный , ничем не примечательный магазин с унылым ассортиментом продуктов? Рядом, в подвальчике на Ул Маковского 18, на углу Некрасова и Радищева (Дикси) ,даже на Мальцевском рынке и окружающих квартал от Ул Чехова до Греческого пр и Баскова пер. - ул Жуковского полно магазинов и магазинчиков с продуктами и бытовыми товарами лучше качеством, дешевле и с большим выбором. Какие «умники» разместили это безобразие на знаковом месте? Владелец прежнего Гастронома, ресторана Питер и бара напротив закрывал свой бизнес. Неужели у городских властей не нашлось нормального арендатора или Покупателя на этот магазин? Не верю, более того , готова поспорить , что найдется",1.0,2023-08-23,текст про расположение магазина
Пятерочка,Супермаркет,"Владимирский проспект, 6",Владимирский,"Хуже персонала я еще не видел, грубили, пренебрежительно смотрели и обзывались",1.0,2022-11-30,текст про персонал магазина
Дикси,Супермаркет,"Белинского, 1",Литейный,"Хуже чем Дикси не встречал. Грязь, плохой запах, и т.д. как так можно? Вы же сеть по продаже продуктов. Не рекомендую к посещению данную сеть магазинов",1.0,2022-09-05,текст про чистоту магазина
Дикси,Супермаркет,"Большая Московская, 5",Владимирский,Цена за товар указано на полке 89В кассе вам пробьют 169Разводит всех не только меня,1.0,2022-12-15,текст про цены товаров
Пятерочка,Супермаркет,"Манежная площадь, 6",Дворцовый,Цена качество,5.0,2023-07-03,текст про качество товаров
Вкусвилл,Супермаркет,"Марата, 21",Владимирский,"Цена на продукты сумасшедшая, качество такое же персонал как везде.Ну да чисто и выбор товаров более своеобразный но не за такие деньги. Вобщем на любителей.",1.0,2023-03-04,текст про персонал магазина
Вкусвилл,Супермаркет,"Кременчугская, 17, корп. 2",Лиговка-Ямская,"Цена на ценнике и при оплате на кассе самообслуживания заметно отличается. 2 раза за последний месяц это замечала при покупке. По требованию продать по цене как на ценнике зовут старшего продавца и, вздыхая, продают по заявленной на ценнике стоимости. И каждый раз говорят, что цены у них каждый день меняются, поэтому и ценники не меняют. А действительно, зачем закон соблюдать?",1.0,2023-04-18,текст про цены товаров
Дикси,Супермаркет,"Чайковского, 55",Литейный,ценики не на всех товарах.это не удобно. некоторый персонал не очень приветлив:(,2.0,2023-02-26,текст про персонал магазина
Вкусвилл,Супермаркет,"проспект Чернышевского, 17",Литейный,"Ценник в этих магазинах, конечно, 😬😬😬. Но, может быть качество товаров его и оправдывает",1.0,2022-05-24,текст про качество товаров
Дикси,Супермаркет,"Константина Заслонова, 21",Владимирский,"Ценники , цены сумбур полный. Грязно. Нет хозяина. Жаль.",3.0,2022-06-06,текст про цены товаров
Вкусвилл,Супермаркет,"Невский проспект, 111/3",Лиговка-Ямская,Ценники как всегда ничего не понятно что где !!!! Обратите внимание бардак полнейший ! К персоналу нет претензий,3.0,2023-02-08,текст про персонал магазина
Дикси,Супермаркет,"Перекупной переулок, 4",Смольнинское,"Ценники на мясные изделия и полуфабрикат стоят в разнобой. Стой хоть весь день, ищи ценник - не найдешь, ибо его нет. Скидки на товар давно закончились, а до сих пор висят, чтобы продать подороже и побольше.",1.0,2022-12-22,текст про цены товаров
Дикси,Супермаркет,"Жуковского, 4",Литейный,Ценники не всегда соответствуют на витринах!,3.0,2022-05-07,текст про цены товаров
Пятерочка,Супермаркет,"Марата, 65/20",Владимирский,"Ценники не найти, ассортимент маленький, как-то отправился лимонадом, к моему приходу в магазин весь с полок убрали",2.0,2022-09-19,текст про ассортимент товаров
Дикси,Супермаркет,"Рылеева, 20/51",Смольнинское,"Ценники не правильные, и часто одна касса работает.",2.0,2022-05-19,текст про цены товаров
Магнит,Супермаркет,"Константина Заслонова, 26",Владимирский,"Ценники не совпадают, на кассе узнаем другие цены, мороженное почти на 50 рублей дороже, что превышает заявленную в два раза, 2 бутылки воды на 40 и кофе вообще не на него ценник стоял, грязный персонал, первый и последний раз туда зашли с женой",1.0,2023-07-07,текст про цены товаров
Пятерочка,Супермаркет,"Литейный проспект, 43",Литейный,Ценники не соответствуют,3.0,2022-07-04,текст про цены товаров
Дикси,Супермаркет,"Константина Заслонова, 21",Владимирский,"Ценники не соответствуют действительности! Персонал низкой квалификации, безответственный, не знают законов, постоянная текучка.",2.0,2023-04-27,текст про персонал магазина
Дикси,Супермаркет,"Рылеева, 20/51",Смольнинское,Ценники не соответствуют действительности!!!!👎,1.0,2022-09-11,текст про цены товаров
Магнит,Супермаркет,"Загородный проспект, 1/14",Владимирский,"Ценники не соответствуют цене на кассе, из-за чего зря стоял в очереди полчаса (одна касса на толпу человек). Вздор!",1.0,2023-02-07,текст про цены товаров
Дикси,Супермаркет,"Басков переулок, 33",Смольнинское,Ценники не соответствуют часто,3.0,2022-12-07,текст про цены товаров
Дикси,Супермаркет,"Жуковского, 4",Литейный,Ценники не соответствуют! Будьте внимательны. Персонал хамоватый. Имхо. Больше не прийду и другим отсоветую.,1.0,2023-04-30,текст про цены товаров
Магнит,Супермаркет,"Загородный проспект, 1/14",Владимирский,Ценники нивсегда соответствуют товару.,2.0,2023-02-24,текст про цены товаров
Дикси,Супермаркет,"Чайковского, 2/7Р",Литейный,"Ценники постоянно не соответствуют действительности, мужчина-сотрудник магазина ходил за мной по пятам и пугал своим неадекватным видом и поведением",1.0,2023-04-20,текст про персонал магазина
Магнит,Супермаркет,"Лиговский проспект, 29",Смольнинское,"Ценники часто не соответствуют товару, за качеством продуктов не следят!",2.0,2023-04-17,текст про качество товаров
Магнит,Супермаркет,"9-я Советская, 39/24",Смольнинское,"Ценников либо нет постоянно, либо часто цены перепутаны, товар на кассе значительно дороже. И это так всегда, и всем пофиг.",2.0,2023-04-20,текст про цены товаров
Дикси,Супермаркет,"Калужский переулок, 7",Смольнинское,"Ценников либо нет, либо не совпадают с теми, что требуют на кассе.",2.0,2022-12-02,текст про цены товаров
